date;revenue;cogs;gross_profit;sell_gen_adm_exp;r&d;other_income;financial_income;profit_before_tax;tax;net_profit;minority_interest;net_profit_minority_int;cash;acc_rec;short_invest;inventory;prep_expanses;other_curr_assets;curr_assets;ppe;long_term_invest;goodwill;intangible_assets;other_long_assets;non_current_assets;total_assets;acc_pay;short_term_debt;acc_expenses;current_debt;other_curr_liab;curr_liab;long_term_debt;other_liab;total_liab;charter_capital;addditional_cap;retained_earnings;treasury_stocks;other_eq_adjust;common_equity;minority_interest;total_equity;depr;amort;deff_tax;non_cash_item;cash_tax_paid;cash_interest_paid;cash_payment;cash_receipt;change_in_wc;cash_from_operating_activities;capex;other_investing_cf_items;cash_from_investing;financing_cf_item;total_cash_dividend_paied;issuance_of_stocks;issuance_of_debt;cash_from_financing;foreign_exchange_effect;net_change_in_cash;shares
2015-12-31;1,19;-731;460;-118;-;-137;-38;167;-16;151;-4;147;392;582;-;91;-;2,075;3,14;-;27;111;1,11;1,548;2,796;5,936;653;338;-;102;249;1,342;1,54;847;3,729;447;-;1,626;-5;140;2,207;30;2,238;44;-;-;-206;53;-;-;-;-53;-10;-82;1;-81;163;-;-;17;180;-5;83;112
2016-03-31;1,266;-715;551;-123;-;-134;-42;252;-61;191;-12;179;369;532;-;57;-;2,173;3,131;-;15;110;1,095;1,483;2,702;5,833;432;476;-;-;217;1,125;1,721;630;3,477;447;-;1,914;-5;0;2,356;42;2,398;38;-;-;-63;7;-;-;-;-159;109;-29;30;1;-27;-;-;-106;-133;0;-23;112
2016-06-30;1,664;-756;908;-102;-;-379;-39;389;-91;298;-7;290;371;679;-;76;-;2,299;3,424;-;15;109;1,087;1,461;2,671;6,095;496;536;-;-;201;1,233;1,582;713;3,529;447;-;2,124;-5;0;2,566;36;2,602;45;-;-;-148;0;-;-;-;-114;210;-51;3;-48;-38;-55;-;-70;-164;3;2;112
2016-09-30;1,557;-804;753;-126;-;-348;-43;236;-55;181;-10;171;199;675;-;86;-;2,537;3,497;-;15;108;1,068;1,458;2,649;6,146;548;543;-;-;228;1,319;1,367;770;3,456;447;-;2,249;-5;-;2,69;52;2,742;45;-;-;-174;1;-;-;-;-29;121;-78;-;-78;-21;-;-;-199;-220;5;-171;112
2016-12-31;2,052;-1,012;1,04;-133;-;-225;1;684;-131;552;-7;545;504;801;-;89;-;2,672;4,065;-;1;109;1,078;1,515;2,703;6,768;494;503;49;166;418;1,629;996;993;3,617;447;-;2,646;-5;63;3,151;56;3,207;46;-;-;-71;34;-;-;-;-146;512;-96;22;-74;168;-123;-;-173;-128;-5;304;112
2017-03-31;1,422;-793;629;-119;-;-575;-5;-69;-9;-60;-7;-67;225;671;-;65;-;2,684;3,645;-;-;109;1,079;1,595;2,783;6,428;463;527;-;-;408;1,398;1,207;736;3,341;447;-;2,645;-5;-;3,086;60;3,146;47;-;-;177;7;-;-;-;-125;35;-116;-3;-119;-13;-;-;-181;-194;0;-279;112
2017-06-30;2,024;-1,072;953;-105;-;-533;1;316;-70;247;-5;241;455;1,005;-;64;-;2,506;4,029;-;10;109;1,082;1,683;2,884;6,912;515;715;-;-;437;1,666;1,474;771;3,912;447;-;2,559;-5;0;3,001;26;3,027;49;-;-;132;7;-;-;-;-200;297;-121;-19;-140;-47;-331;-;452;73;0;230;112
2017-09-30;1,854;-977;877;-121;-;-473;-25;258;-68;190;-8;182;342;740;-;79;-;2,715;3,875;-;10;109;1,078;1,738;2,934;6,81;616;659;-;-;366;1,641;1,135;858;3,634;447;-;2,734;-5;0;3,176;40;3,216;51;-;-;-106;3;-;-;-;189;416;-121;5;-116;-21;-;-;-393;-414;0;-113;112
2017-12-31;1,716;-882;834;-138;-;-416;13;293;-69;224;-10;214;272;761;-;92;-;2,945;4,07;-;11;109;1,087;1,876;3,082;7,153;585;501;16;157;405;1,665;1,207;976;3,848;447;-;2,775;-5;88;3,304;44;3,348;54;-;-;-59;148;-;-;-;-314;-39;-194;13;-181;27;-143;-;267;151;-1;-70;112
2018-03-31;1,493;-729;764;-136;-;-288;-27;314;-86;228;-6;222;225;777;-;73;-;3,347;4,422;-;9;109;1,076;1,944;3,139;7,561;530;409;-;212;370;1,521;1,708;857;4,087;447;-;3,033;-5;-;3,474;49;3,524;58;-;-;-249;10;-;-;-;-302;-152;-149;0;-149;-15;-;-;272;257;-2;-47;112
2018-06-30;2,292;-1,237;1,054;-118;-;-700;-21;216;-51;166;-2;164;199;991;-;93;-;2,88;4,162;-;19;109;1,13;2,114;3,371;7,534;517;615;-;187;344;1,663;1,559;891;4,113;447;-;2,979;-5;0;3,42;33;3,453;56;-;-;200;18;-;-;-;19;512;-288;-10;-298;-51;-221;-;33;-239;-2;-27;112
2018-09-30;1,584;-748;836;-137;-;-384;-7;308;-83;225;-4;220;204;614;-;89;-;3,186;4,093;-;28;109;1,134;2,209;3,48;7,573;591;409;-;223;321;1,544;1,385;987;3,916;447;-;3,215;-5;-;3,657;39;3,696;59;-;-;-161;0;-;-;-;306;518;-150;141;-9;-11;-;-;-494;-505;2;6;112
2018-12-31;2,131;-1,138;993;-151;-;-378;-25;439;-60;379;-13;366;138;925;-;126;-;3,364;4,554;-;38;109;1,147;2,295;3,589;8,142;649;620;29;175;294;1,768;1,605;936;4,308;447;-;3,308;-5;84;3,834;49;3,884;62;-;-;-39;119;-;-;-;-559;-72;24;-160;-136;20;-246;-;366;140;1;-66;112
2019-03-31;1,066;-214;851;-143;-;-392;10;326;-75;252;4;256;313;768;-;144;-;3,668;4,892;-;38;109;1,144;2,78;4,07;8,963;583;503;-;277;332;1,695;1,818;1,347;4,86;447;-;3,661;-5;0;4,102;54;4,156;91;-;-;-14;22;-;-;-;-198;198;-105;35;-70;-12;-;-;58;46;0;175;112
2019-06-30;1,539;-579;961;-131;-;-612;-39;179;-39;140;7;147;179;889;-;150;-;3,438;4,656;-;36;109;1,139;2,822;4,107;8,763;645;514;-;288;312;1,759;1,657;1,334;4,751;447;-;3,57;-5;0;4,012;41;4,053;110;-;-;52;2;-;-;-;-58;317;-50;-50;-99;-37;-221;-;-94;-352;1;-134;112
2019-09-30;1,328;-473;854;-144;-;-1,038;-5;-333;-67;-265;9;-257;138;466;-;132;-;3,175;3,911;-;39;109;1,151;2,855;4,155;8,066;686;47;-;324;319;1,376;1,623;1,259;4,258;447;-;3,367;-5;0;3,809;49;3,858;95;-;-;524;-9;-;-;-;118;415;-99;1;-98;-19;-;-;-340;-359;2;-41;112
2019-12-31;2,39;-1,175;1,215;-182;-;-396;6;643;-144;499;-5;493;214;460;-;178;-;3,78;4,632;-;81;110;1,15;2,962;4,303;8,935;855;86;-;298;462;1,701;1,577;1,572;4,85;447;-;3,488;-5;155;4,084;57;4,141;115;-;-;-348;118;-;-;-;102;526;-116;2;-114;12;-241;-;-106;-335;0;77;112
2020-03-31;1,313;-347;966;-156;-;-1,382;-12;-583;-133;-451;6;-445;280;463;-;177;-;3,861;4,781;-;82;111;1,237;3,198;4,628;9,409;667;57;-;313;1,098;2,134;1,997;1,524;5,655;447;-;3,312;-5;0;3,754;46;3,8;121;-;-;892;1;-;-;-;-457;17;-160;0;-159;-28;-;-;236;208;0;66;112
2020-06-30;1,415;-691;724;-128;-;-554;-100;-59;-5;-54;4;-50;743;351;-;165;-;2,993;4,251;-;81;671;1,672;4,085;6,509;10,76;596;88;-;309;409;1,402;3,009;1,821;6,232;454;-;3,378;-5;702;4,528;49;4,578;128;-;-;-79;20;-;-;-;277;367;-210;-620;-830;-75;-;-;1,003;928;-2;463;112
2020-09-30;1,263;-655;607;-169;-;-592;-8;-161;-35;-126;7;-119;334;252;-;156;-;2,969;3,711;-;82;668;1,771;4,355;6,876;10,587;714;95;-;353;403;1,565;3,185;1,461;6,211;454;-;3,225;-5;702;4,376;56;4,432;128;-;-;-105;-9;-;-;-;310;182;-320;0;-320;-33;-;-;-250;-283;12;-409;112
2020-12-31;394;-24;370;-47;-;265;-89;499;-184;315;-242;73;275;179;-;78;-;2,763;3,296;-;84;638;1,546;5,085;7,354;10,65;563;-;22;258;126;969;3,376;1,934;6,279;454;-;3,136;-5;786;4,371;-;4,371;-7;-;-;-656;193;95;-;-;-320;-393;-850;566;-284;3;-;-;623;625;-7;-59;112
2021-03-31;660;-185;475;-128;-;-203;6;151;-46;104;12;116;208;301;-;85;-;3,114;3,709;-;87;644;1,555;5,232;7,518;11,227;422;-;-;853;165;1,441;3,919;1,364;6,723;454;-;3,353;-5;702;4,504;-;4,504;88;-;-;-243;16;-;-;-;-468;-488;-133;6;-127;-51;-;-;598;547;1;-67;112
2021-06-30;1,122;-478;644;-119;-;-377;-16;131;-35;96;28;124;204;213;-;112;-;3,214;3,743;-;87;657;1,572;5,48;7,797;11,54;531;-;-;878;201;1,61;3,851;1,41;6,87;454;-;3,519;-5;702;4,67;-;4,67;98;-;-;-10;4;-;-;-;185;421;-184;0;-183;-49;-;-;-196;-244;2;-4;112
2021-09-30;1,303;-497;806;-156;-;-384;-57;209;-61;148;56;204;146;99;-;133;-;3,537;3,916;-;87;656;1,569;5,507;7,819;11,735;547;-;-;892;274;1,714;3,715;1,44;6,869;454;-;3,715;-5;702;4,866;-;4,866;102;-;-;41;1;-;-;-;-76;331;-126;0;-126;-54;-;-;-206;-260;-2;-58;112
2021-12-31;1,513;-578;935;-173;-;-369;-30;363;-107;256;504;760;928;152;-;128;-;3,634;4,843;-;105;660;1,573;3,534;5,871;10,714;523;-;32;233;323;1,111;2,381;1,659;5,151;454;-;4,344;-5;770;5,563;-;5,563;88;-;-;1,901;-14;-;-;-;-6;2,378;-122;-2;-124;-46;-;-;-1,426;-1,473;1;782;112
2022-03-31;1,465;-351;1,113;-182;-;-30;-23;878;-187;692;-;692;1,708;165;-;141;-;4,367;6,38;-;114;664;1,585;3,627;5,99;12,371;642;-;-;319;370;1,332;3,502;1,268;6,102;454;-;5,118;-5;702;6,269;-;6,269;95;-;-;-446;1;-;-;-;-169;341;-116;-11;-127;-8;-;-;573;565;0;779;112
2022-06-30;2,351;-536;1,815;-166;-;-895;111;864;-185;679;-;679;1,993;370;-;214;-;4,548;7,125;-;113;730;1,673;4,004;6,52;13,645;623;-;-;345;659;1,627;3,643;1,537;6,807;454;-;5,688;-5;702;6,838;-;6,838;109;-;-;348;3;-;-;-;-342;862;-129;2;-127;-35;-337;-;-87;-459;9;285;112
2022-09-30;1,709;-760;949;-163;-;-1,202;14;-402;-123;-279;-;-279;2,175;178;-;234;-;4,145;6,731;-;137;747;1,6;4,174;6,659;13,39;823;-;-;369;581;1,773;3,575;1,435;6,783;454;-;5,456;-5;702;6,607;-;6,607;215;-;-;441;1;-;-;-;245;507;-160;0;-160;-38;-;-;-145;-183;17;182;112
2022-12-31;1,64;-586;1,054;-185;-;-579;-182;108;-45;62;-;62;643;259;1,013;240;-;4,241;6,396;-;217;691;1,478;4,094;6,48;12,875;717;-;-;369;763;1,849;3,492;1,048;6,39;454;-;5,139;-5;899;6,486;-;6,486;173;-;-;-457;89;-;-;-;-146;-148;-160;-1,078;-1,237;-37;-;-24;-65;-127;-20;-1,532;112
2023-03-31;1,546;-415;1,131;-199;-;-404;45;573;-146;427;-;427;243;210;1,023;216;-;4,725;6,417;-;221;732;1,524;4,328;6,805;13,222;494;-;-;363;690;1,547;3,429;1,219;6,195;454;-;5,878;-6;702;7,027;-;7,027;122;-;-;-19;72;-;-;-;-528;99;-276;2;-274;-40;-;-6;-189;-235;10;-400;112
2023-06-30;2,372;-954;1,419;-142;-;-1,364;82;-4;0;-4;-558;-563;802;321;882;211;-;4,052;6,268;-;218;767;1,562;4,817;7,364;13,632;633;-;-;420;1,561;2,613;3,661;1,299;7,573;454;-;4,909;-6;702;6,059;-;6,059;138;-;-;633;4;-;-;-;34;709;-185;151;-35;-48;-;-;-73;-122;7;559;112
2023-09-30;1,164;-383;781;-194;-;-510;-104;-27;-73;-100;249;148;286;203;186;202;-;4,814;5,689;-;214;748;1,534;4,89;7,386;13,076;759;-;-;443;997;2,199;3,606;1,11;6,915;454;-;5,011;-6;702;6,161;-;6,161;143;-;-;-187;12;-;-;-;-403;-380;-145;706;561;-54;-504;-;-135;-694;-4;-516;112
