date;revenue;cogs;gross_profit;sell_gen_adm_exp;r&d;other_income;financial_income;profit_before_tax;tax;net_profit;minority_interest;net_profit_minority_int;cash;acc_rec;short_invest;inventory;prep_expanses;other_curr_assets;curr_assets;ppe;long_term_invest;goodwill;intangible_assets;other_long_assets;non_current_assets;total_assets;acc_pay;short_term_debt;acc_expenses;current_debt;other_curr_liab;curr_liab;long_term_debt;other_liab;total_liab;charter_capital;addditional_cap;retained_earnings;treasury_stocks;other_eq_adjust;common_equity;minority_interest;total_equity;depr;amort;deff_tax;non_cash_item;cash_tax_paid;cash_interest_paid;cash_payment;cash_receipt;change_in_wc;cash_from_operating_activities;capex;other_investing_cf_items;cash_from_investing;financing_cf_item;total_cash_dividend_paied;issuance_of_stocks;issuance_of_debt;cash_from_financing;foreign_exchange_effect;net_change_in_cash;shares
2015-09-30;643;-21;622;-;-;-524;-29;69;-12;57;-7;50;721;430;74;287;36;384;1,932;6,081;1,49;256;162;1,052;9,041;10,973;365;2;160;726;351;1,604;3,678;1,934;7,216;2,079;10;977;-;691;3,757;335;4,092;88;-;8;1;-;-;-;-;58;212;-103;-62;-165;-5;-45;3;604;557;14;618;146
2015-12-31;698;-10;708;-;-;-562;74;219;-21;199;-7;192;1,073;538;-;314;18;653;2,596;6,469;1,741;264;-;969;9,443;12,039;394;18;189;274;492;1,367;4,416;2,056;7,839;2,157;29;1,168;-;846;4,2;134;4,334;91;-;12;-118;124;196;-;-;-73;112;-134;112;-23;-8;-132;-55;340;145;44;278;146
2016-03-31;877;-20;857;-;-;-591;-184;82;-27;55;-4;51;260;572;739;261;40;417;2,289;6,015;1,795;248;191;911;9,16;11,449;372;13;173;954;248;1,76;3,714;1,883;7,357;2,199;35;1,142;-;716;4,092;105;4,197;91;-;9;76;-;-;-;-;-50;181;-87;-52;-139;-17;-54;15;10;-46;-69;-73;171
2016-06-30;500;-25;475;-;-;-321;63;217;-1;216;-2;215;4,717;448;2,807;266;45;1,796;10,079;6,074;1,435;248;207;946;8,91;18,989;414;6;231;273;238;1,162;11,683;1,899;14,744;2,224;75;1,285;-;660;4,244;107;4,351;88;-;-4;-207;-;-;-;-;201;295;-144;461;317;1;-57;3;5,909;5,856;-9;6,459;171
2016-09-30;1,387;-10;1,377;-;-;-1,292;-205;-120;-44;-76;-5;-81;353;790;62;477;68;307;2,057;16,658;1,516;6,021;-;1,702;25,897;27,954;1,102;802;311;300;622;3,137;14,338;4,325;21,8;4,358;75;1,006;-;715;6,154;110;6,264;204;-;-56;175;-;-;-;-;145;391;-362;-8,423;-8,785;-38;-65;2;1,448;1,347;3;-7,044;171
2016-12-31;1,513;-35;1,478;-;-;-1,134;-279;65;-6;71;-1;70;404;972;-;472;276;387;2,511;17,29;1,483;6,213;-;1,724;26,71;29,221;1,242;961;249;476;796;3,724;14,276;4,517;22,517;4,738;75;1,076;-;815;6,704;112;6,816;210;-;-16;83;57;480;-;-;-162;186;-487;57;-430;31;-73;334;-1;291;10;57;171
2017-03-31;1,857;-21;1,836;-;-;-1,26;-142;434;-112;322;-3;319;255;996;-;442;277;338;2,308;17,255;1,572;6,165;-;1,646;26,638;28,946;970;1,007;-;473;799;3,249;14,273;4,494;22,016;4,785;75;1,278;-;792;6,93;112;7,042;218;-;101;-284;-;-;-;-;-191;166;-305;-74;-379;-6;-76;3;145;66;-2;-149;213
2017-06-30;1,469;-10;1,459;-;-;-1,167;-148;144;-34;110;-2;108;217;923;-;469;228;322;2,159;17,069;1,671;6,005;-;1,68;26,425;28,584;963;1,039;-;1,175;628;3,805;13,446;4,493;21,744;4,831;76;1,27;-;663;6,84;111;6,951;213;-;16;7;-;-;-;-;-31;315;-418;-93;-511;-1;-76;2;236;161;-8;-43;213
2017-09-30;1,427;-6;1,421;-;-;-1,141;-136;144;-45;99;-4;95;221;896;-;452;147;312;2,028;16,692;1,705;5,775;-;1,682;25,854;27,882;1,07;939;-;1,105;866;3,98;13,059;4,301;21,34;4,875;76;1,12;-;471;6,542;109;6,651;206;-;26;-78;-;-;-;-;307;560;-361;-22;-383;-4;-77;2;-86;-165;-11;1;213
2017-12-31;1,473;-2;1,471;-;-;-1,233;-141;97;-12;85;-313;-228;438;1,071;-;418;59;540;2,526;16,995;1,696;5,805;-;1,784;26,28;28,806;1,161;1,241;223;741;580;3,946;13,14;4,608;21,694;5,601;76;891;-;544;7,112;92;7,204;214;-;326;33;-;-;-;-;-189;152;-445;-43;-488;-21;-86;675;-37;531;8;203;213
2018-03-31;1,807;-3;1,804;-;-;-1,323;-138;343;-65;278;-;278;367;1,24;-;404;-;316;2,327;17,48;1,763;5,967;-;1,75;26,96;29,287;948;1,302;-;763;792;3,805;13,375;4,642;21,822;5,674;84;1,039;-;668;7,465;39;7,504;227;-;54;-115;-;-;-;-;-11;433;-349;-38;-387;-26;-89;3;-12;-124;10;-68;233
2018-06-30;1,423;-;1,423;-;-;-1,196;-133;94;-3;97;-;97;330;1,129;-;423;-;331;2,213;18,177;1,789;6,093;-;1,798;27,857;30,07;1,106;1,447;-;708;726;3,987;13,455;4,721;22,163;5,724;82;997;-;1,104;7,907;40;7,947;229;-;-12;9;-;-;-;-;108;431;-611;14;-597;-3;-91;295;-76;125;5;-36;233
2018-09-30;1,495;-2;1,493;-;-;-1,25;-135;108;-33;141;-1;140;393;1,229;-;430;-;344;2,396;18,301;1,777;5,99;-;1,845;27,913;30,309;1,159;1,121;-;857;1,136;4,273;13,642;4,682;22,597;5,768;83;847;-;1,014;7,712;40;7,752;239;-;-34;124;-;-;-;-;59;529;-584;3;-581;-1;-100;1;220;120;-4;64;233
2018-12-31;1,799;-11;1,788;-;-;-1,364;-153;271;-40;231;-;231;316;1,129;-;474;42;871;2,832;18,712;1,791;6,313;-;2,666;29,482;32,314;1,289;1,186;287;1,119;672;4,553;14,292;5,152;23,997;5,816;84;1,075;-;1,342;8,317;41;8,358;233;-;177;-72;33;653;-;-;-272;297;-618;-7;-625;-2;-102;2;325;223;14;-91;233
2019-03-31;1,818;-;1,818;-;-;-1,263;-149;406;-82;324;-1;323;979;1,473;-;399;-;392;3,243;17,366;1,764;6,031;-;3,395;28,556;31,799;962;1,35;4;1,502;899;4,717;13,029;5,602;23,348;5,899;82;1,249;-;1,221;8,451;40;8,491;228;-;68;-202;-;-;-;-;-16;402;-557;855;298;-3;-101;32;37;-35;-5;660;240
2019-06-30;1,378;-;1,378;-;-;-1,132;-145;101;-15;116;-1;115;333;1,209;-;442;-;383;2,367;17,402;1,76;5,909;-;3,422;28,493;30,86;939;1,298;4;824;874;3,939;13,088;5,447;22,474;6,01;79;1,212;-;1,085;8,386;35;8,421;229;-;-17;29;-;-;-;-;48;405;-565;3;-562;-17;-103;59;-419;-480;-11;-648;240
2019-09-30;1,299;-;1,299;-;-;-1,125;-145;29;-49;78;-1;77;273;1,246;-;479;-;370;2,368;17,867;1,775;5,979;-;3,576;29,197;31,565;1,061;958;4;717;1,275;4,015;13,66;5,552;23,227;6,115;78;980;-;1,165;8,338;35;8,373;227;-;31;71;-;-;-;-;96;503;-525;3;-522;-2;-108;60;19;-31;3;-47;240
2019-12-31;1,616;-;1,616;-;-;-1,236;-145;235;-43;192;1;193;222;960;-;467;48;789;2,486;18,167;1,785;5,835;-;3,569;29,356;31,842;1,118;1,537;264;501;746;4,166;13,679;5,431;23,276;6,216;78;1,173;-;1,099;8,566;35;8,601;227;-;43;-46;107;750;-;-;-201;215;-848;17;-831;-2;-111;52;621;560;-7;-63;240
2020-03-31;1,637;-;1,637;-;-;-653;-143;841;-306;535;-1;534;1,553;846;-;431;82;955;3,867;19,846;1,813;6,373;-;1,957;29,989;33,856;1,022;2,211;-;379;1,011;4,623;14,398;5,166;24,187;6,34;78;1,54;-;1,711;9,669;36;9,705;235;-;352;-620;-;-;-;-;-74;428;-654;1,4;746;-2;-115;77;205;165;-6;1,333;248
2020-06-30;1,169;-;1,169;-;-;-956;-133;80;-1;81;-;81;285;747;-;474;104;708;2,318;19,663;1,811;6,122;-;1,965;29,561;31,879;996;1,394;-;716;948;4,054;13,588;5,009;22,651;6,435;78;1,298;-;1,417;9,228;36;9,264;222;-;-14;25;-;-;-;-;-1;313;-669;1;-668;-5;-113;46;-805;-877;-37;-1,269;248
2020-09-30;1,163;-;1,163;-;-;-969;-131;63;-21;84;-;84;286;752;-;475;79;718;2,31;19,764;1,823;5,993;-;2,028;29,608;31,918;1,094;1,545;-;700;945;4,284;13,385;4,981;22,65;6,541;78;1,382;-;1,267;9,268;35;9,303;221;-;-16;-4;-;-;-;-;214;499;-612;-2;-614;-1;-114;58;174;117;-5;-3;248
2020-12-31;1,537;-;1,537;-;-;-1,073;-123;341;-57;284;-;284;220;834;-;453;50;621;2,178;19,535;1,821;5,72;-;1,98;29,056;31,234;1,148;1,625;244;1,382;476;4,875;12,339;4,816;22,03;6,705;79;1,495;-;925;9,204;34;9,238;221;-;59;-245;148;679;-;-;78;397;-688;-;-688;-3;-112;104;234;223;-13;-81;248
2021-03-31;1,612;-;1,612;-;-;-1,155;-116;341;-56;285;-1;284;234;864;-;417;80;596;2,191;19,579;1,825;5,649;-;2,127;29,18;31,371;1,018;742;-;1,394;735;3,889;13,334;4,786;22,009;6,816;79;1,608;-;859;9,362;34;9,396;230;-;46;-221;-;-;-;-;-41;299;-477;-1;-478;-1;-118;56;259;196;-3;14;257
2021-06-30;1,137;-;1,137;-;-;-1,082;-116;-61;-55;-6;-;-6;174;798;-;475;106;592;2,145;19,638;1,828;5,568;-;2,183;29,217;31,362;1,061;1,223;-;123;802;3,209;13,934;4,814;21,957;6,957;79;1,431;-;938;9,405;34;9,439;224;-;-56;182;-;-;-;-;-12;332;-522;7;-515;-2;-121;282;-35;124;-2;-61;257
2021-09-30;1,148;-;1,148;-;-;-1,179;-117;-148;-92;-56;-;-56;440;909;-;531;92;837;2,809;20,491;1,844;5,724;-;2,374;30,433;33,242;1,438;1,35;-;567;1,275;4,63;13,869;4,993;23,492;7,103;79;1,197;-;1,371;9,75;34;9,784;228;-;-101;280;-;-;-;-;124;475;-597;14;-583;-3;-126;314;188;373;4;269;257
2021-12-31;1,868;-;1,868;-;-;-1,326;-119;423;-85;338;-;338;394;1,064;-;538;65;1,075;3,136;20,353;1,844;5,696;-;3,215;31,108;34,244;1,485;1,742;-;462;1,189;4,878;14,196;5,054;24,128;7,242;79;1,348;-;1,447;10,116;34;10,15;233;-;74;-343;-;-;-;-;-223;79;-763;7;-756;-7;-128;81;672;618;-;-59;257
2022-03-31;2,015;-;2,015;-;-;-1,413;-129;473;-95;378;-;378;381;1,082;-;438;76;1,411;3,388;20,211;1,994;5,614;-;3,13;30,949;34,337;1,421;1,861;-;448;1,388;5,118;13,853;5,068;24,039;7,365;79;1,537;-;1,317;10,298;14;10,312;232;-;87;-215;-;-;-;-;119;601;-521;8;-513;-1;-130;62;-29;-98;-3;-13;266
2022-06-30;1,38;-;1,38;-;-;-1,368;-130;-118;-66;-52;-;-52;275;1,213;-;591;102;1,772;3,953;21,023;2,002;5,789;-;3,464;32,278;36,231;1,76;1,444;-;997;1,728;5,929;14,485;5,369;25,783;7,509;80;1,295;-;1,564;10,448;14;10,462;225;-;-74;165;-;-;-;-;-192;72;-520;3;-517;-2;-134;87;385;336;1;-108;266
2022-09-30;1,835;-;1,835;-;-;-1,497;-152;186;-2;184;-1;183;526;1,225;-;722;106;2,771;5,35;22,555;2,022;6,158;-;3,719;34,454;39,804;2,071;2,514;-;575;2,53;7,69;15,285;5,704;28,679;7,675;80;1,285;-;2,085;11,125;14;11,139;246;-;-6;-364;-;-;-;-;222;282;-663;8;-655;-2;-135;107;636;606;20;253;266
2022-12-31;2,358;-;2,358;-;-;-1,536;-169;653;-154;499;-;499;310;1,503;-;769;82;2,232;4,896;22,996;2,022;6,012;-;3,816;34,846;39,742;2,025;2,726;-;574;1,962;7,287;15,744;5,284;28,315;7,762;81;1,584;-;2;11,427;14;11,441;256;-;145;-559;-;-;-;-;-383;-42;-892;8;-884;-2;-136;21;828;711;-2;-217;266
2023-03-31;2,433;-;2,433;-;-;-1,504;-191;738;-162;576;-;576;280;1,156;-;735;97;1,716;3,984;23,364;2,032;6,007;-;3,43;34,833;38,817;1,304;2,833;-;682;1,089;5,908;15,807;5,225;26,94;7,839;81;1,958;-;1,999;11,877;14;11,891;258;-;154;-334;-;-;-;-;-201;453;-637;-3;-640;-10;-134;7;290;153;4;-30;266
2023-06-30;1,418;-;1,418;-;-;-1,238;-187;-7;-51;44;-;44;313;1,032;-;826;123;1,343;3,637;23,407;2,009;5,877;-;3,542;34,835;38,472;1,283;2,852;-;96;1,036;5,267;16,441;5,179;26,887;7,922;81;1,798;-;1,784;11,585;14;11,599;264;-;-61;262;-;-;-;-;-11;498;-714;11;-703;-1;-133;12;369;247;-9;33;266
2023-09-30;1,74;-;1,74;-;-;-1,453;-203;84;-34;118;-1;117;254;1,111;-;840;134;1,036;3,375;24,215;2,007;6,001;-;3,549;35,772;39,147;1,424;2,666;-;676;1,107;5,873;16,243;5,261;27,377;7,993;82;1,711;-;1,984;11,77;14;11,784;272;-;-36;296;-;-;-;-;217;867;-712;10;-702;-4;-139;4;-95;-234;7;-62;266
