date;revenue;cogs;gross_profit;sell_gen_adm_exp;r&d;other_income;financial_income;profit_before_tax;tax;net_profit;minority_interest;net_profit_minority_int;cash;acc_rec;short_invest;inventory;prep_expanses;other_curr_assets;curr_assets;ppe;long_term_invest;goodwill;intangible_assets;other_long_assets;non_current_assets;total_assets;acc_pay;short_term_debt;acc_expenses;current_debt;other_curr_liab;curr_liab;long_term_debt;other_liab;total_liab;charter_capital;addditional_cap;retained_earnings;treasury_stocks;other_eq_adjust;common_equity;minority_interest;total_equity;depr;amort;deff_tax;non_cash_item;cash_tax_paid;cash_interest_paid;cash_payment;cash_receipt;change_in_wc;cash_from_operating_activities;capex;other_investing_cf_items;cash_from_investing;financing_cf_item;total_cash_dividend_paied;issuance_of_stocks;issuance_of_debt;cash_from_financing;foreign_exchange_effect;net_change_in_cash;shares
2017-06-30;201;-157;45;-5;-4;-2;4;38;-2;36;-1;36;161;124;37;231;11;20;584;-;52;3;-;1,283;1,338;1,922;42;3;46;5;25;119;36;311;467;2,316;-;-862;-;0;1,455;3;1,458;31;-;-10;5;10;1;-;-;-19;43;-49;-14;-63;0;-4;0;2;-2;0;-23;153
2017-09-30;191;-143;48;-6;-8;-4;-2;28;-11;18;-1;17;136;117;50;243;11;18;576;-;55;3;-;1,275;1,333;1,909;38;-;53;5;33;129;-;311;441;2,316;-;-848;-;0;1,468;4;1,472;28;-;-2;19;6;1;-;-;1;64;-32;-13;-45;-;-4;0;-40;-44;0;-25;153
2017-12-31;226;-183;43;-5;-4;55;0;89;-39;50;-1;49;176;110;52;219;13;26;595;-;55;3;-;1,34;1,398;1,993;47;3;58;6;41;155;-;322;477;2,318;-;-803;-;2;1,517;4;1,521;34;-;13;-24;8;0;-;-;7;79;-37;0;-37;0;-4;-;2;-3;0;40;153
2018-03-31;207;-152;55;-6;-3;6;2;55;-7;48;-1;47;167;116;58;236;13;13;602;-;55;3;-;1,335;1,394;1,996;43;-;29;7;41;120;-;317;437;2,318;-;-759;-;0;1,559;5;1,564;35;-;-12;7;32;1;-;-;-43;34;-33;0;-33;0;-5;0;-5;-10;-;-9;211
2018-06-30;217;-162;55;-6;-2;-4;9;53;-17;37;-1;36;187;94;63;237;12;20;614;-;71;3;-;1,342;1,417;2,03;43;-;32;7;46;127;-;312;439;2,319;-;-728;-;0;1,591;5;1,596;38;-;-1;4;18;0;-;-;-10;67;-43;4;-40;0;-5;1;-2;-7;0;20;211
2018-09-30;188;-192;-4;-6;-3;-2;-2;-17;-8;-9;0;-10;186;87;66;220;12;28;599;-;71;3;-;1,332;1,405;2,004;44;-;36;6;48;134;-;294;428;2,32;-;-743;-;0;1,577;5;1,582;38;-;-16;38;13;1;-;-;-9;42;-34;-2;-35;0;-5;1;-2;-7;0;-1;211
2018-12-31;173;-178;-5;-6;-4;-43;-1;-58;-6;-64;0;-64;139;96;74;215;12;14;548;-;71;3;-;1,315;1,389;1,938;52;-;45;5;15;118;-;312;429;2,322;-;-814;-;0;1,508;5;1,513;37;-;-4;59;12;0;-;-;-17;12;-42;-9;-51;-1;-5;-;-2;-9;0;-48;211
2019-03-31;254;-238;16;-9;-2;-4;10;11;-7;3;-1;3;91;182;31;296;14;431;1,044;2,237;70;3;-;62;2,371;3,416;90;-;49;13;77;230;335;450;1,014;3,117;-;-715;-;0;2,402;6;2,408;49;-;-7;-15;34;3;-;-;-74;-13;-41;-193;-234;-;-7;-;206;199;-;-48;210
2019-06-30;341;-289;51;-13;-5;-4;-2;27;-9;19;0;18;92;174;47;283;12;442;1,05;2,24;70;4;-;58;2,372;3,422;82;-;53;14;80;229;335;445;1,009;3,118;-;-704;-;0;2,413;6;2,419;58;-;-9;19;18;5;-;-;-3;84;-66;-3;-69;0;-7;0;-5;-12;0;2;210
2019-09-30;352;-288;64;-15;-2;-6;25;67;-29;38;-;38;95;169;82;329;12;33;720;2,585;70;5;-;77;2,736;3,456;76;-;77;17;42;212;315;484;1,011;3,12;-;-674;-;0;2,445;5;2,45;63;-;6;12;16;5;-;-;-36;82;-50;2;-48;-1;-7;1;-25;-31;-1;3;210
2019-12-31;404;-321;83;-18;-3;-63;48;47;-26;21;0;21;121;169;118;347;17;19;789;-;84;5;-;2,583;2,673;3,462;67;-;83;14;48;212;275;511;999;3,124;-;-660;-;0;2,463;5;2,468;84;-;-10;49;15;4;-;-;-14;129;-50;-1;-52;-;-7;1;-46;-52;0;26;210
2020-03-31;358;-308;50;-15;-2;-12;-45;-25;-53;-77;0;-77;148;136;91;326;19;19;738;2,469;81;5;-;74;2,628;3,366;63;-;71;15;42;191;260;537;987;3,127;-;-748;-;0;2,379;4;2,383;78;-;33;82;37;4;-;-;-2;114;-56;-3;-59;-;-11;3;-19;-27;-2;27;210
2020-06-30;250;-201;48;-14;-2;-58;50;24;-5;19;1;20;188;127;73;279;11;24;703;2,448;59;5;-;82;2,593;3,296;54;-;75;14;39;182;200;524;906;3,129;-;-739;-;-;2,39;4;2,394;61;-;-4;-29;13;3;-;-;15;63;-30;80;49;-;-11;1;-63;-72;0;40;210
2020-09-30;300;-176;124;-17;-2;-24;11;93;-28;65;0;66;150;122;81;359;9;31;753;2,422;59;5;-;66;2,552;3,305;61;-;90;12;53;216;96;548;859;3,13;-;-684;-;0;2,446;3;2,449;54;-;3;-5;10;2;-;-;-2;115;-39;4;-35;-;-11;0;-107;-117;-1;-38;210
2020-12-31;431;-293;137;-17;-1;-6;47;160;-10;169;0;169;167;128;112;406;14;30;857;-;72;4;-;2,501;2,577;3,434;80;-;89;13;85;267;-;564;831;3,132;-;-530;-;0;2,603;3;2,606;79;-;-55;-17;22;2;-;-;-5;171;-54;14;-40;-;-15;-;-99;-114;0;17;210
2021-03-31;368;-278;90;-15;-3;-2;-40;30;-38;-8;0;-8;134;124;73;459;16;33;838;2,362;73;4;-;86;2,525;3,363;77;-;79;12;55;224;-;559;783;3,132;-;-553;-;-;2,58;4;2,583;75;-;-;72;61;1;-;-;-110;30;-48;4;-45;0;-15;-;-3;-18;-1;-34;210
2021-06-30;382;-279;103;-17;-2;3;14;101;-30;71;0;71;157;129;83;521;12;35;937;2,345;78;4;-;90;2,518;3,455;85;3;84;12;61;245;14;560;819;3,133;-;-497;-;0;2,636;4;2,64;69;-;-;7;21;1;-;-;-59;87;-63;17;-46;0;-15;0;-3;-18;0;24;210
2021-09-30;460;-361;99;-17;-2;19;-28;71;-50;20;0;20;258;129;58;498;9;33;984;2,323;79;4;-;90;2,495;3,479;68;-;93;14;88;263;13;568;844;3,133;-;-498;-;0;2,635;4;2,639;83;-;-;56;24;1;-;-;-2;157;-62;32;-30;0;-21;-;-4;-25;-1;100;210
2021-12-31;422;-346;76;-18;-4;-1;-11;43;-28;15;-1;14;284;128;52;500;13;24;1,001;-;79;4;-;2,435;2,517;3,519;77;-;97;14;92;280;12;595;887;3,136;-;-505;-;0;2,632;4;2,636;76;-;-;61;23;2;-;-;-34;118;-70;4;-66;0;-21;0;-4;-25;-1;26;210
2022-03-31;440;-373;67;-21;-3;-3;48;88;-11;77;0;77;272;140;54;473;14;29;983;2,33;125;5;-;97;2,558;3,54;75;-;90;15;74;254;11;592;857;3,137;-;-453;-;0;2,683;5;2,688;85;-;-;-18;58;1;-;-;-75;69;-61;10;-51;-;-25;0;-4;-29;0;-12;210
2022-06-30;340;-372;-32;-21;-4;-100;-10;-167;-7;-174;0;-174;195;135;46;435;11;50;872;2,243;112;5;-;90;2,451;3,324;65;-;74;21;64;224;23;604;851;3,137;-;-653;-;-12;2,473;5;2,478;74;-;-;183;42;1;-;-;-63;21;-72;3;-68;-;-25;0;-4;-29;-1;-77;210
2022-09-30;339;-361;-22;-19;-3;-3;-23;-69;-2;-71;0;-72;153;114;34;438;8;51;798;2,216;87;6;-;93;2,402;3,2;75;-;88;25;65;253;22;567;842;3,138;-;-747;-;-33;2,358;5;2,363;78;-;-;47;20;2;-;-;1;54;-69;1;-68;-;-23;0;-3;-26;-2;-42;210
2022-12-31;375;-340;35;-13;-9;-172;6;-153;-19;-172;-1;-173;107;137;35;472;11;43;804;-;121;6;-;2,317;2,444;3,248;89;-;87;27;66;381;180;603;1,053;3,14;-;-942;-;-3;2,195;6;2,202;79;-;-;27;17;2;-;-;-47;-112;-72;4;-68;0;-21;0;158;137;-3;-46;210
2023-03-31;390;-313;77;-32;-1;-26;8;25;-9;16;0;16;411;173;102;676;27;72;1,461;7,472;-;-;-;179;7,652;9,113;203;-;122;72;112;508;1,058;2,55;4,115;5,963;-;-946;-;-19;4,997;496;5,493;73;-;-;-13;31;4;-;-;-25;51;-39;366;328;0;-21;-;-52;-74;-1;304;365
2023-06-30;640;-569;71;-44;-6;-59;-23;-62;-14;-47;1;-47;368;156;42;682;30;125;1,402;7,373;-;-;-;187;7,56;8,962;203;-;131;64;133;532;1,014;2,507;4,052;5,963;-;-1,029;-;-24;4,91;499;5,409;150;-;-;64;51;14;-;-;-50;117;-113;60;-53;4;-36;-;-64;-96;-2;-34;365
2023-09-30;616;-554;62;-39;-4;-1;-14;4;-26;-23;1;-22;348;150;39;701;30;209;1,477;5,885;-;-;-;172;6,058;7,534;191;-;131;54;140;516;705;1,464;2,686;5,963;-;-1,087;-;-27;4,848;59;4,907;140;-;-;48;36;16;-;-;-50;115;-109;302;194;7;-37;-;-307;-336;-1;-30;365
2023-12-31;670;-605;65;-;-;-;-;-;-;-68;-;-;400;138;41;712;-;-;1390;-;-;-;-;-;-;7213;-;-;-;32;-;624;697;-;2441;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;167;-169;-;-;-;-;-;-;-;-;-;365
